target_id,pref_name,organism,target_type_id,n_compounds
CHEMBL4443,Fucosyltransferase 6,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4444,Vitamin K-dependent protein C,Homo sapiens,SINGLE PROTEIN,215
CHEMBL4445,"Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform",Homo sapiens,SINGLE PROTEIN,36
CHEMBL4446,Kallikrein 4,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,8
CHEMBL4448,Kallikrein 6,Homo sapiens,SINGLE PROTEIN,6
CHEMBL4449,Glucoamylase,Rhizopus oryzae,SINGLE PROTEIN,1
CHEMBL4451,Saccharopepesin,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,3
CHEMBL4452,Protein-tyrosine phosphatase 1,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,17
CHEMBL4454,Tyrosine-protein kinase FGR,Homo sapiens,SINGLE PROTEIN,101
CHEMBL4458,Alkaline phosphatase placental type,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4459,L-type amino acid transporter 1,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4460,Serine racemase,Homo sapiens,SINGLE PROTEIN,2
CHEMBL4461,NAD-dependent deacetylase sirtuin 3,Homo sapiens,SINGLE PROTEIN,62
CHEMBL4462,NAD-dependent deacetylase sirtuin 2,Homo sapiens,SINGLE PROTEIN,323
CHEMBL4464,Acyl coenzyme A:cholesterol acyltransferase 1,Mus musculus,SINGLE PROTEIN,33
CHEMBL4465,Acyl coenzyme A:cholesterol acyltransferase 2,Homo sapiens,SINGLE PROTEIN,71
CHEMBL4466,Melatonin receptor 1B,Gallus gallus,SINGLE PROTEIN,15
CHEMBL4468,Histamine H4 receptor,Rattus norvegicus,SINGLE PROTEIN,155
CHEMBL4469,Small conductance calcium-activated potassium channel protein 2,Homo sapiens,SINGLE PROTEIN,11
CHEMBL4470,Signal peptidase I,Escherichia coli K-12,SINGLE PROTEIN,19
CHEMBL4471,Thrombin,Bos taurus,SINGLE PROTEIN,935
CHEMBL4472,Trypsin II,Bos taurus,SINGLE PROTEIN,176
CHEMBL4477,Metabotropic glutamate receptor 1,Rattus norvegicus,SINGLE PROTEIN,483
CHEMBL4478,Voltage-gated N-type calcium channel alpha-1B subunit,Homo sapiens,SINGLE PROTEIN,310
CHEMBL4481,"Nitric oxide synthase, inducible",Homo sapiens,SINGLE PROTEIN,913
CHEMBL4482,Serine/threonine-protein kinase PAK 4,Homo sapiens,SINGLE PROTEIN,1157
CHEMBL4484,Casein kinase I delta,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL4487,Serine/threonine-protein kinase PAK 2,Homo sapiens,SINGLE PROTEIN,90
CHEMBL4489,Melanocortin receptor 5,Mus musculus,SINGLE PROTEIN,290
CHEMBL4491,Glutathione S-transferase kappa 1,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4494,Acyl-CoA:dihydroxyacetonephosphateacyltransferase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4497,NADH-ubiquinone oxidoreductase chain 1,Bos taurus,SINGLE PROTEIN,6
CHEMBL4499,NADH-ubiquinone oxidoreductase chain 4,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4501,Ribosomal protein S6 kinase 1,Homo sapiens,SINGLE PROTEIN,887
CHEMBL4502,Cytidine deaminase,Homo sapiens,SINGLE PROTEIN,16
CHEMBL4503,Nociceptin receptor,Rattus norvegicus,SINGLE PROTEIN,74
CHEMBL4504,Rho-GTPase-activating protein 3,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4505,Inositol-1(or 4)-monophosphatase 1,Bos taurus,SINGLE PROTEIN,23
CHEMBL4506,NAD-dependent deacetylase sirtuin 1,Homo sapiens,SINGLE PROTEIN,361
CHEMBL4507,High-affinity choline transporter,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4508,Glutaminyl-peptide cyclotransferase,Homo sapiens,SINGLE PROTEIN,96
CHEMBL4510,Cysteine protease falcipain-3,Plasmodium falciparum,SINGLE PROTEIN,46
CHEMBL4511,Replicative DNA helicase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228),SINGLE PROTEIN,15
CHEMBL4512,Fatty acid synthase,Plasmodium falciparum,SINGLE PROTEIN,16
CHEMBL4513,3-oxoacyl-acyl-carrier protein reductase,Plasmodium falciparum,SINGLE PROTEIN,15
CHEMBL4514,Casein kinase II alpha,Zea mays,SINGLE PROTEIN,16
CHEMBL4516,Serine/threonine-protein kinase MRCK-A,Homo sapiens,SINGLE PROTEIN,836
CHEMBL4517,Tyrosine-protein kinase FYN,Mus musculus,SINGLE PROTEIN,1
CHEMBL4518,Purinergic receptor P2Y14,Homo sapiens,SINGLE PROTEIN,60
CHEMBL4519,Serine/threonine-protein kinase PLK1,Xenopus laevis,SINGLE PROTEIN,1
CHEMBL4520,Dipeptidyl peptidase III,Homo sapiens,SINGLE PROTEIN,10
CHEMBL4521,Cytochrome P450 24A1,Homo sapiens,SINGLE PROTEIN,33
CHEMBL4522,BMP-2-inducible protein kinase,Homo sapiens,SINGLE PROTEIN,81
CHEMBL4523,Serine/threonine-protein kinase PIM2,Homo sapiens,SINGLE PROTEIN,1103
CHEMBL4524,Serine/threonine-protein kinase PAK7,Homo sapiens,SINGLE PROTEIN,80
CHEMBL4525,Serine/threonine-protein kinase 17A,Homo sapiens,SINGLE PROTEIN,655
CHEMBL4526,Ephrin type-A receptor 6,Homo sapiens,SINGLE PROTEIN,81
CHEMBL4527,TRAF2- and NCK-interacting kinase,Homo sapiens,SINGLE PROTEIN,97
CHEMBL4530,Coagulation factor XIII,Homo sapiens,SINGLE PROTEIN,95
CHEMBL4531,Galectin-3,Homo sapiens,SINGLE PROTEIN,37
CHEMBL4532,Vasoactive intestinal polypeptide receptor 2,Homo sapiens,SINGLE PROTEIN,6
CHEMBL4533,"AMP-activated protein kinase, alpha-1 subunit",Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4534,Putative beta-hexosaminidase,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),SINGLE PROTEIN,2
CHEMBL4535,GABA transporter 2,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4538,Cytochrome P450 monooxygenase,Arabidopsis thaliana,SINGLE PROTEIN,5
CHEMBL4540,Phosphotyrosine-protein phosphatase PTPB,Mycobacterium tuberculosis,SINGLE PROTEIN,42
CHEMBL4542,Probable low molecular weight protein-tyrosine-phosphatase,Mycobacterium tuberculosis,SINGLE PROTEIN,84
CHEMBL4543,3-oxoacyl-[acyl-carrier-protein] synthase 2,Mycobacterium tuberculosis,SINGLE PROTEIN,2
CHEMBL4544,3-oxoacyl-[acyl-carrier-protein] synthase 1,Mycobacterium tuberculosis,SINGLE PROTEIN,1
CHEMBL4547,Thioredoxin reductase,Plasmodium falciparum 3D7,SINGLE PROTEIN,10
CHEMBL4549,Apolipoprotein B-100,Homo sapiens,SINGLE PROTEIN,49
CHEMBL4550,5-lipoxygenase activating protein,Homo sapiens,SINGLE PROTEIN,286
CHEMBL4551,Trypsin III,Homo sapiens,SINGLE PROTEIN,8
CHEMBL4552,Peripheral-type benzodiazepine receptor,Rattus norvegicus,SINGLE PROTEIN,801
CHEMBL4553,Thyrotropin-releasing hormone receptor,Rattus norvegicus,SINGLE PROTEIN,14
CHEMBL4554,Neurokinin 2 receptor,Rattus norvegicus,SINGLE PROTEIN,262
CHEMBL4556,Glycine transporter 1,Rattus norvegicus,SINGLE PROTEIN,80
CHEMBL4559,Aldose reductase,Sus scrofa,SINGLE PROTEIN,100
CHEMBL4561,Neuropeptide Y receptor type 5,Homo sapiens,SINGLE PROTEIN,1199
CHEMBL4564,Dihydrofolate reductase,Mus musculus,SINGLE PROTEIN,119
CHEMBL4565,DNA polymerase beta,Mus musculus,SINGLE PROTEIN,14
CHEMBL4566,Endothelin receptor ET-A,Rattus norvegicus,SINGLE PROTEIN,891
CHEMBL4567,Phosphodiesterase 5A,Rattus norvegicus,SINGLE PROTEIN,83
CHEMBL4572,Muscarinic acetylcholine receptor M4,Mus musculus,SINGLE PROTEIN,1
CHEMBL4573,Metabotropic glutamate receptor 6,Homo sapiens,SINGLE PROTEIN,46
CHEMBL4574,BR serine/threonine-protein kinase 2,Homo sapiens,SINGLE PROTEIN,84
CHEMBL4575,Dual-specificity tyrosine-phosphorylation regulated kinase 3,Homo sapiens,SINGLE PROTEIN,526
CHEMBL4576,Homeodomain-interacting protein kinase 2,Homo sapiens,SINGLE PROTEIN,747
CHEMBL4577,Homeodomain-interacting protein kinase 3,Homo sapiens,SINGLE PROTEIN,76
CHEMBL4578,Maternal embryonic leucine zipper kinase,Homo sapiens,SINGLE PROTEIN,625
CHEMBL4580,"Thymidine kinase, mitochondrial",Homo sapiens,SINGLE PROTEIN,47
CHEMBL4581,Kinesin-like protein 1,Homo sapiens,SINGLE PROTEIN,876
CHEMBL4586,Seed lipoxygenase-1,Glycine max,SINGLE PROTEIN,97
CHEMBL4588,Matrix metalloproteinase 8,Homo sapiens,SINGLE PROTEIN,969
CHEMBL4589,Glutathione S-transferase Mu 2,Homo sapiens,SINGLE PROTEIN,6
CHEMBL4592,"Amine oxidase, copper containing",Rattus norvegicus,SINGLE PROTEIN,22
CHEMBL4593,Beta-secretase 1,Mus musculus,SINGLE PROTEIN,9
CHEMBL4594,C-C chemokine receptor type 7,Homo sapiens,SINGLE PROTEIN,2
CHEMBL4595,Lysophosphatidic acid receptor Edg-2,Rattus norvegicus,SINGLE PROTEIN,22
CHEMBL4596,C-C chemokine receptor type 8,Homo sapiens,SINGLE PROTEIN,163
CHEMBL4597,Serine/threonine-protein kinase PCTAIRE-1,Homo sapiens,SINGLE PROTEIN,81
CHEMBL4598,Serine/threonine-protein kinase MST1,Homo sapiens,SINGLE PROTEIN,84
CHEMBL4599,Tyrosine kinase non-receptor protein 2,Homo sapiens,SINGLE PROTEIN,526
CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,813
CHEMBL4601,Tyrosine-protein kinase BRK,Homo sapiens,SINGLE PROTEIN,553
CHEMBL4602,Ephrin type-A receptor 7,Homo sapiens,SINGLE PROTEIN,83
CHEMBL4603,Beta-galactosidase,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL4604,Equilibrative nucleoside transporter 1,Rattus norvegicus,SINGLE PROTEIN,5
CHEMBL4605,Oligopeptide transporter small intestine isoform,Homo sapiens,SINGLE PROTEIN,63
CHEMBL4607,Angiotensin II type 2 (AT-2) receptor,Homo sapiens,SINGLE PROTEIN,388
CHEMBL4608,Melanocortin receptor 5,Homo sapiens,SINGLE PROTEIN,692
CHEMBL4609,Human immunodeficiency virus type 1 Tat protein,Human immunodeficiency virus type 1 group M subtype B (isolate PCV12)(HIV-1),SINGLE PROTEIN,32
CHEMBL4610,Xaa-Pro aminopeptidase 2,Homo sapiens,SINGLE PROTEIN,12
CHEMBL4611,Complement C1r,Homo sapiens,SINGLE PROTEIN,98
CHEMBL4612,Glutamine synthetase,Homo sapiens,SINGLE PROTEIN,10
CHEMBL4613,Bradykinin B1 receptor,Rattus norvegicus,SINGLE PROTEIN,59
CHEMBL4614,Dihydrofolate reductase,Leishmania major,SINGLE PROTEIN,43
CHEMBL4615,NH(3)-dependent NAD(+) synthetase,Bacillus subtilis (strain 168),SINGLE PROTEIN,37
CHEMBL4616,Ghrelin receptor,Homo sapiens,SINGLE PROTEIN,1306
CHEMBL4617,Phenylethanolamine N-methyltransferase,Homo sapiens,SINGLE PROTEIN,192
CHEMBL4618,Leukotriene A4 hydrolase,Homo sapiens,SINGLE PROTEIN,510
CHEMBL4619,Phosphodiesterase 1C,Homo sapiens,SINGLE PROTEIN,54
CHEMBL4620,Hepatitis C virus polyprotein,Hepatitis C virus genotype 1a (isolate 1) (HCV),SINGLE PROTEIN,162
CHEMBL4621,DNA polymerase III subunit alpha,Escherichia coli K-12,SINGLE PROTEIN,16
CHEMBL4622,Beta-glucosidase A,Caldicellulosiruptor saccharolyticus,SINGLE PROTEIN,16
CHEMBL4624,Fibonectin-binding protein C,Mycobacterium tuberculosis,SINGLE PROTEIN,18
CHEMBL4625,Apoptosis regulator Bcl-X,Homo sapiens,SINGLE PROTEIN,534
CHEMBL4626,Metabotropic glutamate receptor 8,Mus musculus,SINGLE PROTEIN,5
CHEMBL4627,Myosin light chain kinase,Homo sapiens,SINGLE PROTEIN,72
CHEMBL4628,Glutamate dehydrogenase,Bos taurus,SINGLE PROTEIN,7
CHEMBL4629,Complement factor H,Homo sapiens,SINGLE PROTEIN,1
CHEMBL4630,Serine/threonine-protein kinase Chk1,Homo sapiens,SINGLE PROTEIN,2756
CHEMBL4631,Endothelin receptor ET-B,Rattus norvegicus,SINGLE PROTEIN,297
CHEMBL4632,Palmitoyl-CoA oxidase,Rattus norvegicus,SINGLE PROTEIN,64
CHEMBL4633,Voltage-gated potassium channel subunit Kv1.3,Homo sapiens,SINGLE PROTEIN,378
CHEMBL4636,Prolyl-tRNA synthetase,Candida albicans,SINGLE PROTEIN,32
CHEMBL4637,"AMP-activated protein kinase, alpha-2 subunit",Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4638,Chitinase,Aspergillus fumigatus,SINGLE PROTEIN,5
CHEMBL4640,Phosphodiesterase 8A,Homo sapiens,SINGLE PROTEIN,49
CHEMBL4641,Voltage-gated T-type calcium channel alpha-1G subunit,Homo sapiens,SINGLE PROTEIN,259
CHEMBL4642,Serotonin transporter,Mus musculus,SINGLE PROTEIN,5
CHEMBL4644,Melanocortin receptor 3,Homo sapiens,SINGLE PROTEIN,866
CHEMBL4646,Serotonin 1f (5-HT1f) receptor,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4647,Peptide deformylase mitochondrial,Homo sapiens,SINGLE PROTEIN,58
CHEMBL4648,Diamine oxidase,Rattus norvegicus,SINGLE PROTEIN,21
CHEMBL4649,Corticotropin releasing factor receptor 1,Rattus norvegicus,SINGLE PROTEIN,536
CHEMBL4650,Phosphodiesterase 2A,Rattus norvegicus,SINGLE PROTEIN,26
CHEMBL4651,Prostaglandin D2 synthase,Bos taurus,SINGLE PROTEIN,1
CHEMBL4652,Somatostatin receptor 1,Rattus norvegicus,SINGLE PROTEIN,149
CHEMBL4653,Dipeptidyl peptidase IV,Rattus norvegicus,SINGLE PROTEIN,192
CHEMBL4654,Histamine H2 receptor,Rattus norvegicus,SINGLE PROTEIN,65
CHEMBL4655,Serotonin 5a (5-HT5a) receptor,Rattus norvegicus,SINGLE PROTEIN,24
CHEMBL4656,Human papillomavirus regulatory protein E2,Human papillomavirus type 16,SINGLE PROTEIN,2
CHEMBL4657,Dipeptidyl peptidase VIII,Homo sapiens,SINGLE PROTEIN,1427
CHEMBL4658,Beta-xylosidase,Thermoanaerobacterium saccharolyticum,SINGLE PROTEIN,1
CHEMBL4659,Proteasome Macropain subunit PRE2,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,24
CHEMBL4660,Lymphocyte differentiation antigen CD38,Homo sapiens,SINGLE PROTEIN,24
CHEMBL4662,Proteasome Macropain subunit MB1,Homo sapiens,SINGLE PROTEIN,127
CHEMBL4663,Beta-glucosidase,Agrobacterium tumefaciens,SINGLE PROTEIN,6
CHEMBL4664,Poly [ADP-ribose] polymerase 1,Rattus norvegicus,SINGLE PROTEIN,33
CHEMBL4665,Thymidylate synthase,Cryptococcus neoformans var. neoformans B-3501A,SINGLE PROTEIN,17
CHEMBL4666,Steroidogenic factor 1,Homo sapiens,SINGLE PROTEIN,138
CHEMBL4668,Purine nucleoside phosphorylase,Toxoplasma gondii,SINGLE PROTEIN,1
CHEMBL4670,MAP kinase-activated protein kinase 3,Homo sapiens,SINGLE PROTEIN,747
CHEMBL4674,MAP kinase p38 gamma,Homo sapiens,SINGLE PROTEIN,810
CHEMBL4675,Tripeptidyl aminopeptidase,Rattus norvegicus,SINGLE PROTEIN,98
CHEMBL4676,Voltage-gated calcium channel alpha2/delta subunit 1,Mus musculus,SINGLE PROTEIN,51
CHEMBL4677,Apoptosis regulator Bcl-W,Homo sapiens,SINGLE PROTEIN,46
CHEMBL4678,Branched-chain-amino-acid transferase,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4679,Branched-chain-amino-acid transferase,Homo sapiens,SINGLE PROTEIN,23
CHEMBL4680,3-dehydroquinate dehydratase,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),SINGLE PROTEIN,18
CHEMBL4681,Aldo-keto-reductase family 1 member C3,Homo sapiens,SINGLE PROTEIN,359
CHEMBL4682,S-ribosylhomocysteine lyase,Vibrio harveyi (strain ATCC BAA-1116 / BB120),SINGLE PROTEIN,2
CHEMBL4683,Fibroblast activation protein alpha,Homo sapiens,SINGLE PROTEIN,360
CHEMBL4685,"Indoleamine 2,3-dioxygenase",Homo sapiens,SINGLE PROTEIN,276
CHEMBL4687,Plasmepsin 1,Plasmodium falciparum,SINGLE PROTEIN,113
CHEMBL4690,Phenylalanyl-tRNA synthetase alpha chain,Streptococcus pyogenes serotype M18 (strain MGAS8232),SINGLE PROTEIN,21
CHEMBL4691,Proteinase activated receptor 4,Homo sapiens,SINGLE PROTEIN,2
CHEMBL4692,HLA-DR antigens-associated invariant chain,Homo sapiens,SINGLE PROTEIN,25
CHEMBL4693,Sarcoplasmic/endoplasmic reticulum calcium ATP-ase,Oryctolagus cuniculus,SINGLE PROTEIN,30
CHEMBL4695,Fructose-bisphosphate aldolase A,Oryctolagus cuniculus,SINGLE PROTEIN,12
CHEMBL4696,"Glycogen phosphorylase, muscle form",Oryctolagus cuniculus,SINGLE PROTEIN,328
CHEMBL4697,Hexose transporter 1,Plasmodium falciparum,SINGLE PROTEIN,13
CHEMBL4698,Malonyl-CoA decarboxylase,Homo sapiens,SINGLE PROTEIN,264
CHEMBL4699,Isoprenylcysteine carboxyl methyltransferase,Homo sapiens,SINGLE PROTEIN,231
CHEMBL4700,Tryptase,Canis lupus familiaris,SINGLE PROTEIN,1
CHEMBL4701,Histamine H1 receptor,Rattus norvegicus,SINGLE PROTEIN,156
CHEMBL4702,Dopamine beta-hydroxylase,Bos taurus,SINGLE PROTEIN,79
CHEMBL4703,"Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform",Homo sapiens,SINGLE PROTEIN,2
CHEMBL4706,Carbonic anhydrase II,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4707,Matrix metalloproteinase 26,Homo sapiens,SINGLE PROTEIN,15
CHEMBL4708,Serine/threonine-protein kinase MST2,Homo sapiens,SINGLE PROTEIN,886
CHEMBL4709,Type 1 dehydroquinase,Escherichia coli K-12,SINGLE PROTEIN,3
CHEMBL4711,Atrial natriuretic peptide receptor C,Mus musculus,SINGLE PROTEIN,10
CHEMBL4712,Neutral sphingomyelinase,Homo sapiens,SINGLE PROTEIN,3
CHEMBL4713,"Carboxypeptidase N, catalytic subunit",Homo sapiens,SINGLE PROTEIN,14
CHEMBL4714,Pyrimidinergic receptor P2Y6,Homo sapiens,SINGLE PROTEIN,224
CHEMBL4715,Phospholipase A2 group 1B,Sus scrofa,SINGLE PROTEIN,101
CHEMBL4716,Phosphodiesterase 7B,Homo sapiens,SINGLE PROTEIN,21
CHEMBL4718,MAP kinase-interacting serine/threonine-protein kinase MNK1,Homo sapiens,SINGLE PROTEIN,125
CHEMBL4719,"Nitric-oxide synthase, brain",Mus musculus,SINGLE PROTEIN,22
CHEMBL4720,Glucagon receptor,Rattus norvegicus,SINGLE PROTEIN,74
CHEMBL4722,Serine/threonine-protein kinase Aurora-A,Homo sapiens,SINGLE PROTEIN,2625
CHEMBL4724,Bradykinin B1 receptor,Canis lupus familiaris,SINGLE PROTEIN,3
CHEMBL4725,Aryl hydrocarbon receptor,Oryctolagus cuniculus,SINGLE PROTEIN,25
CHEMBL4726,Receptor-histidine kinase AgrC,Staphylococcus aureus,SINGLE PROTEIN,13
CHEMBL4727,"Amine oxidase, copper containing",Mus musculus,SINGLE PROTEIN,14
CHEMBL4729,Cytochrome P450 2B6,Homo sapiens,SINGLE PROTEIN,155
CHEMBL4730,Melanin-concentrating hormone receptor 1,Mus musculus,SINGLE PROTEIN,63
CHEMBL4731,Hydroxycarboxylic acid receptor 2,Rattus norvegicus,SINGLE PROTEIN,35
CHEMBL4732,UDP-N-acetylmuramoylalanine--D-glutamate ligase,Escherichia coli K-12,SINGLE PROTEIN,2
CHEMBL4734,Holo-[acyl-carrieir-protein] synthase,Bacillus subtilis (strain 168),SINGLE PROTEIN,22
CHEMBL4736,DNA excision repair protein ERCC-5,Homo sapiens,SINGLE PROTEIN,64
CHEMBL4739,Mandelate racemase,Pseudomonas putida,SINGLE PROTEIN,7
CHEMBL4740,Histone deacetylase,Cryptosporidium parvum,SINGLE PROTEIN,26
CHEMBL4741,"Guanine nucleotide-binding protein G(i), alpha-1 subunit",Homo sapiens,SINGLE PROTEIN,28
CHEMBL4742,"Guanine nucleotide-binding protein G(o), alpha subunit 1",Homo sapiens,SINGLE PROTEIN,28
CHEMBL4743,Cytochrome P450 4A4,Oryctolagus cuniculus,SINGLE PROTEIN,4
CHEMBL4744,Alpha-2a adrenergic receptor,Bos taurus,SINGLE PROTEIN,122
CHEMBL4747,Neuronal acetylcholine receptor subunit alpha-6,Rattus norvegicus,SINGLE PROTEIN,20
CHEMBL4748,Heat shock protein 90 beta,Canis lupus familiaris,SINGLE PROTEIN,10
CHEMBL4749,Tryptase alpha/beta-1,Mus musculus,SINGLE PROTEIN,3
CHEMBL4750,Dual-specificity tyrosine-phosphorylation regulated kinase 1A,Mus musculus,SINGLE PROTEIN,14
CHEMBL4751,Cysteine protease,Leishmania donovani,SINGLE PROTEIN,9
CHEMBL4752,Farnesyl diphosphate synthase,Trypanosoma cruzi,SINGLE PROTEIN,42
CHEMBL4753,Beta-galactosidase,Aspergillus niger,SINGLE PROTEIN,4
CHEMBL4754,Glutamyl-tRNA(Gln) amidotransferase subunit C,Streptococcus pyogenes serotype M1,SINGLE PROTEIN,21
CHEMBL4755,Calcitonin gene-related peptide type 1 receptor,Rattus norvegicus,SINGLE PROTEIN,21
CHEMBL4756,Ricin,Ricinus communis,SINGLE PROTEIN,17
CHEMBL4757,Imidazoleglycerol-phosphate dehydratase,Saccharomyces cerevisiae S288c,SINGLE PROTEIN,10
CHEMBL4759,Glucose-6-phosphatase,Rattus norvegicus,SINGLE PROTEIN,3
CHEMBL4760,Deoxynucleoside kinase,Drosophila melanogaster,SINGLE PROTEIN,33
CHEMBL4761,C3a anaphylatoxin chemotactic receptor,Homo sapiens,SINGLE PROTEIN,83
CHEMBL4762,Low affinity neurotrophin receptor p75NTR,Homo sapiens,SINGLE PROTEIN,7
CHEMBL4763,"Serine/threonine protein phosphatase 2A, 56 kDa regulatory subunit, alpha isoform",Homo sapiens,SINGLE PROTEIN,8
CHEMBL4764,Serotonin 7 (5-HT7) receptor,Mus musculus,SINGLE PROTEIN,1
CHEMBL4766,Pyruvate dehydrogenase kinase isoform 1,Homo sapiens,SINGLE PROTEIN,99
CHEMBL4767,Vesicular acetylcholine transporter,Homo sapiens,SINGLE PROTEIN,206
CHEMBL4768,Acetylcholinesterase,Bos taurus,SINGLE PROTEIN,437
CHEMBL4769,Geranylgeranyl pyrophosphate synthetase,Homo sapiens,SINGLE PROTEIN,96
CHEMBL4772,1-acylglycerol-3-phosphate O-acyltransferase beta,Homo sapiens,SINGLE PROTEIN,123
CHEMBL4773,Glucagon receptor,Mus musculus,SINGLE PROTEIN,38
CHEMBL4774,Melanocortin receptor 3,Mus musculus,SINGLE PROTEIN,214
CHEMBL4777,Neuropeptide Y receptor type 1,Homo sapiens,SINGLE PROTEIN,1030
CHEMBL4779,Papain,Carica papaya,SINGLE PROTEIN,143
CHEMBL4780,Acetylcholinesterase,Torpedo californica,SINGLE PROTEIN,168
CHEMBL4781,Muscarinic acetylcholine receptor M2,Sus scrofa,SINGLE PROTEIN,149
CHEMBL4784,Thymidine kinase,Varicella-zoster virus (strain Dumas) (HHV-3) (Human herpesvirus 3),SINGLE PROTEIN,19
CHEMBL4785,Multidrug translocase mdfA,Escherichia coli K-12,SINGLE PROTEIN,30
CHEMBL4788,Chorismate synthase,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),SINGLE PROTEIN,42
CHEMBL4789,Carbonic anhydrase VA,Homo sapiens,SINGLE PROTEIN,207
CHEMBL4790,Vacuolar ATP synthase subunit S1,Homo sapiens,SINGLE PROTEIN,7
CHEMBL4791,Endothelin-converting enzyme 1,Homo sapiens,SINGLE PROTEIN,380
CHEMBL4792,Orexin receptor 2,Homo sapiens,SINGLE PROTEIN,668
CHEMBL4793,Dipeptidyl peptidase IX,Homo sapiens,SINGLE PROTEIN,1024
CHEMBL4794,Vanilloid receptor,Homo sapiens,SINGLE PROTEIN,1602
CHEMBL4796,Beta-chymotrypsin,Homo sapiens,SINGLE PROTEIN,111
CHEMBL4797,Peroxisome proliferator-activated receptor gamma,Rattus norvegicus,SINGLE PROTEIN,23
CHEMBL4799,Adenylate kinase 3 alpha like 1,Rattus norvegicus,SINGLE PROTEIN,17
CHEMBL4800,Caspase-1,Mus musculus,SINGLE PROTEIN,26
CHEMBL4801,Caspase-1,Homo sapiens,SINGLE PROTEIN,742
CHEMBL4802,"Nitric-oxide synthase, endothelial",Bos taurus,SINGLE PROTEIN,182
CHEMBL4803,"Nitric-oxide synthase, endothelial",Homo sapiens,SINGLE PROTEIN,713
CHEMBL4804,Dual specificity phosphatase Cdc25B,Homo sapiens,SINGLE PROTEIN,426
CHEMBL4805,P2X purinoceptor 7,Homo sapiens,SINGLE PROTEIN,1591
CHEMBL4806,Protein tyrosine phosphatase receptor type C-associated protein,Homo sapiens,SINGLE PROTEIN,5
CHEMBL4807,Phospholipase A2 (Bee),Apis mellifera,SINGLE PROTEIN,14
CHEMBL4808,Acetylcholine receptor protein alpha chain,Homo sapiens,SINGLE PROTEIN,18
CHEMBL4809,Tryptophan 5-monooxygenase 1,Rattus norvegicus,SINGLE PROTEIN,16
CHEMBL4810,Terminal deoxynucleotidyltransferase,Homo sapiens,SINGLE PROTEIN,18
CHEMBL4811,Uridine phosphorylase 1,Homo sapiens,SINGLE PROTEIN,4
CHEMBL4812,Kallikrein 8,Homo sapiens,SINGLE PROTEIN,2
CHEMBL4813,Cytochrome P450 11A1,Bos taurus,SINGLE PROTEIN,5
CHEMBL4814,Beta-glucuronidase,Rattus norvegicus,SINGLE PROTEIN,8
CHEMBL4815,Neurokinin 2 receptor,Bos taurus,SINGLE PROTEIN,4
CHEMBL4816,Serine/threonine-protein kinase AKT3,Homo sapiens,SINGLE PROTEIN,1070
CHEMBL4817,Serum albumin,Rattus norvegicus,SINGLE PROTEIN,2
CHEMBL4818,Voltage-gated potassium channel subunit Kv1.3,Mus musculus,SINGLE PROTEIN,67
CHEMBL4820,Prostanoid FP receptor,Bos taurus,SINGLE PROTEIN,32
CHEMBL4822,Beta-secretase 1,Homo sapiens,SINGLE PROTEIN,2998
CHEMBL4824,P2X purinoceptor 3,Rattus norvegicus,SINGLE PROTEIN,129
CHEMBL4825,MAP kinase p38 alpha,Rattus norvegicus,SINGLE PROTEIN,53
CHEMBL4827,Neuropeptide Y receptor type 4,Rattus norvegicus,SINGLE PROTEIN,1
CHEMBL4828,Synaptic vesicular amine transporter,Rattus norvegicus,SINGLE PROTEIN,133
CHEMBL4829,Acetyl-CoA carboxylase 2,Homo sapiens,SINGLE PROTEIN,331
CHEMBL4830,Growth factor receptor-bound protein 2,Mus musculus,SINGLE PROTEIN,16
CHEMBL4833,Folate transporter 1,Homo sapiens,SINGLE PROTEIN,4
